Selectivity,end,end_year,start_year,Sex,year,Age,proportion,year2
Fishery,19,1994,1975,Male,1975,2,0.06995190427643855,1975
Fishery,19,1994,1975,Male,1976,2,0.06995190427643855,1976
Fishery,19,1994,1975,Male,1977,2,0.06995190427643855,1977
Fishery,19,1994,1975,Male,1978,2,0.06995190427643855,1978
Fishery,19,1994,1975,Male,1979,2,0.06995190427643855,1979
Fishery,19,1994,1975,Male,1980,2,0.06995190427643855,1980
Fishery,19,1994,1975,Male,1981,2,0.06995190427643855,1981
Fishery,19,1994,1975,Male,1982,2,0.06995190427643855,1982
Fishery,19,1994,1975,Male,1983,2,0.06995190427643855,1983
Fishery,19,1994,1975,Male,1984,2,0.06995190427643855,1984
Fishery,19,1994,1975,Male,1985,2,0.06995190427643855,1985
Fishery,19,1994,1975,Male,1986,2,0.06995190427643855,1986
Fishery,19,1994,1975,Male,1987,2,0.06995190427643855,1987
Fishery,19,1994,1975,Male,1988,2,0.06995190427643855,1988
Fishery,19,1994,1975,Male,1989,2,0.06995190427643855,1989
Fishery,19,1994,1975,Male,1990,2,0.06995190427643855,1990
Fishery,19,1994,1975,Male,1991,2,0.06995190427643855,1991
Fishery,19,1994,1975,Male,1992,2,0.06995190427643855,1992
Fishery,19,1994,1975,Male,1993,2,0.06995190427643855,1993
Fishery,19,1994,1975,Male,1994,2,0.06995190427643855,1994
Fishery,40,2015,1995,Male,1995,2,0.09587637741284552,1995
Fishery,40,2015,1995,Male,1996,2,0.09587637741284552,1996
Fishery,40,2015,1995,Male,1997,2,0.09587637741284552,1997
Fishery,40,2015,1995,Male,1998,2,0.09587637741284552,1998
Fishery,40,2015,1995,Male,1999,2,0.09587637741284552,1999
Fishery,40,2015,1995,Male,2000,2,0.09587637741284552,2000
Fishery,40,2015,1995,Male,2001,2,0.09587637741284552,2001
Fishery,40,2015,1995,Male,2002,2,0.09587637741284552,2002
Fishery,40,2015,1995,Male,2003,2,0.09587637741284552,2003
Fishery,40,2015,1995,Male,2004,2,0.09587637741284552,2004
Fishery,40,2015,1995,Male,2005,2,0.09587637741284552,2005
Fishery,40,2015,1995,Male,2006,2,0.09587637741284552,2006
Fishery,40,2015,1995,Male,2007,2,0.09587637741284552,2007
Fishery,40,2015,1995,Male,2008,2,0.09587637741284552,2008
Fishery,40,2015,1995,Male,2009,2,0.09587637741284552,2009
Fishery,40,2015,1995,Male,2010,2,0.09587637741284552,2010
Fishery,40,2015,1995,Male,2011,2,0.09587637741284552,2011
Fishery,40,2015,1995,Male,2012,2,0.09587637741284552,2012
Fishery,40,2015,1995,Male,2013,2,0.09587637741284552,2013
Fishery,40,2015,1995,Male,2014,2,0.09587637741284552,2014
Fishery,40,2015,1995,Male,2015,2,0.09587637741284552,2015
Fishery,47,2022,2016,Male,2016,2,0.09587637741284552,2016
Fishery,47,2022,2016,Male,2017,2,0.09587637741284552,2017
Fishery,47,2022,2016,Male,2018,2,0.09587637741284552,2018
Fishery,47,2022,2016,Male,2019,2,0.09587637741284552,2019
Fishery,47,2022,2016,Male,2020,2,0.09587637741284552,2020
Fishery,47,2022,2016,Male,2021,2,0.09587637741284552,2021
Fishery,47,2022,2016,Male,2022,2,0.09587637741284552,2022
Fishery,19,1994,1975,Female,1975,2,0.2900165211944374,1975
Fishery,19,1994,1975,Female,1976,2,0.2900165211944374,1976
