YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,EFFORT_NO,STATION_NO,SPECIES_CODE,STAT,MANAGEMENT_AREA,START_LAT,START_LON,END_LAT,END_LON,DEPTH_METERS,LENGTH,WEIGHT,AGE,AGE_TYPE_CODE,AGE_READABILITY_CODE,SEX_CODE,MATURITY_CODE,TAG_NO,TAG_BATCH_NO,DISCARD_STATUS,RELEASE_CONDITION_CODE,Specimen Number
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,64,,,,,,,109503,30,Tagged and released,01,1
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109504,30,Tagged and released,01,2
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109505,30,Tagged and released,01,3
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,78,,,,,,,109506,30,Tagged and released,01,4
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,51,,,,,,,109507,30,Tagged and released,01,5
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,67,,,,,,,109508,30,Tagged and released,01,6
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109509,30,Tagged and released,01,7
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109510,30,Tagged and released,01,8
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109511,30,Tagged and released,01,9
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,55,,,,,,,109512,30,Tagged and released,01,10
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,67,,,,,,,109513,30,Tagged and released,01,11
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,63,,,,,,,109514,30,Tagged and released,01,12
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109515,30,Tagged and released,01,13
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,55,,,,,,,109516,30,Tagged and released,01,14
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,50,,,,,,,109517,30,Tagged and released,01,15
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,50,,,,,,,109518,30,Tagged and released,01,16
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,63,,,,,,,109519,30,Tagged and released,01,17
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109520,30,Tagged and released,01,18
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109521,30,Tagged and released,01,19
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109522,30,Tagged and released,01,20
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,51,,,,,,,109523,30,Tagged and released,01,21
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,50,,,,,,,109524,30,Tagged and released,01,22
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,51,,,,,,,109525,30,Tagged and released,01,23
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,51,,,,,,,109526,30,Tagged and released,01,24
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,64,,,,,,,109527,30,Tagged and released,01,25
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,67,,,,,,,109528,30,Tagged and released,01,26
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109529,30,Tagged and released,01,27
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109530,30,Tagged and released,01,28
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,65,,,,,,,109531,30,Tagged and released,01,29
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109532,30,Tagged and released,01,30
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,65,,,,,,,109533,30,Tagged and released,01,31
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,66,,,,,,,109534,30,Tagged and released,01,32
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109535,30,Tagged and released,01,33
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,58,,,,,,,109536,30,Tagged and released,01,34
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109537,30,Tagged and released,01,35
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,64,,,,,,,109538,30,Tagged and released,01,36
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109539,30,Tagged and released,01,37
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109540,30,Tagged and released,01,38
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,63,,,,,,,109541,30,Tagged and released,01,39
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109542,30,Tagged and released,01,40
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,56,,,,,,,109543,30,Tagged and released,01,41
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109544,30,Tagged and released,01,42
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,67,,,,,,,109545,30,Tagged and released,01,43
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109546,30,Tagged and released,04,44
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109547,30,Tagged and released,01,45
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109548,30,Tagged and released,01,46
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,56,,,,,,,109549,30,Tagged and released,01,47
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,58,,,,,,,109550,30,Tagged and released,01,48
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,51,,,,,,,109551,30,Tagged and released,01,49
