Selectivity,end,end_year,start_year,Sex,year,Age,proportion,year2
Fishery,19,1994,1975,Male,1975,2,6.919429191486998e-4,1975
Fishery,19,1994,1975,Male,1976,2,6.919429191486998e-4,1976
Fishery,19,1994,1975,Male,1977,2,6.919429191486998e-4,1977
Fishery,19,1994,1975,Male,1978,2,6.919429191486998e-4,1978
Fishery,19,1994,1975,Male,1979,2,6.919429191486998e-4,1979
Fishery,19,1994,1975,Male,1980,2,6.919429191486998e-4,1980
Fishery,19,1994,1975,Male,1981,2,6.919429191486998e-4,1981
Fishery,19,1994,1975,Male,1982,2,6.919429191486998e-4,1982
Fishery,19,1994,1975,Male,1983,2,6.919429191486998e-4,1983
Fishery,19,1994,1975,Male,1984,2,6.919429191486998e-4,1984
Fishery,19,1994,1975,Male,1985,2,6.919429191486998e-4,1985
Fishery,19,1994,1975,Male,1986,2,6.919429191486998e-4,1986
Fishery,19,1994,1975,Male,1987,2,6.919429191486998e-4,1987
Fishery,19,1994,1975,Male,1988,2,6.919429191486998e-4,1988
Fishery,19,1994,1975,Male,1989,2,6.919429191486998e-4,1989
Fishery,19,1994,1975,Male,1990,2,6.919429191486998e-4,1990
Fishery,19,1994,1975,Male,1991,2,6.919429191486998e-4,1991
Fishery,19,1994,1975,Male,1992,2,6.919429191486998e-4,1992
Fishery,19,1994,1975,Male,1993,2,6.919429191486998e-4,1993
Fishery,19,1994,1975,Male,1994,2,6.919429191486998e-4,1994
Fishery,40,2015,1995,Male,1995,2,0.021400131915811117,1995
Fishery,40,2015,1995,Male,1996,2,0.021400131915811117,1996
Fishery,40,2015,1995,Male,1997,2,0.021400131915811117,1997
Fishery,40,2015,1995,Male,1998,2,0.021400131915811117,1998
Fishery,40,2015,1995,Male,1999,2,0.021400131915811117,1999
Fishery,40,2015,1995,Male,2000,2,0.021400131915811117,2000
Fishery,40,2015,1995,Male,2001,2,0.021400131915811117,2001
Fishery,40,2015,1995,Male,2002,2,0.021400131915811117,2002
Fishery,40,2015,1995,Male,2003,2,0.021400131915811117,2003
Fishery,40,2015,1995,Male,2004,2,0.021400131915811117,2004
Fishery,40,2015,1995,Male,2005,2,0.021400131915811117,2005
Fishery,40,2015,1995,Male,2006,2,0.021400131915811117,2006
Fishery,40,2015,1995,Male,2007,2,0.021400131915811117,2007
Fishery,40,2015,1995,Male,2008,2,0.021400131915811117,2008
Fishery,40,2015,1995,Male,2009,2,0.021400131915811117,2009
Fishery,40,2015,1995,Male,2010,2,0.021400131915811117,2010
Fishery,40,2015,1995,Male,2011,2,0.021400131915811117,2011
Fishery,40,2015,1995,Male,2012,2,0.021400131915811117,2012
Fishery,40,2015,1995,Male,2013,2,0.021400131915811117,2013
Fishery,40,2015,1995,Male,2014,2,0.021400131915811117,2014
Fishery,40,2015,1995,Male,2015,2,0.021400131915811117,2015
Fishery,47,2022,2016,Male,2016,2,0.021400131915811117,2016
Fishery,47,2022,2016,Male,2017,2,0.021400131915811117,2017
Fishery,47,2022,2016,Male,2018,2,0.021400131915811117,2018
Fishery,47,2022,2016,Male,2019,2,0.021400131915811117,2019
Fishery,47,2022,2016,Male,2020,2,0.021400131915811117,2020
Fishery,47,2022,2016,Male,2021,2,0.021400131915811117,2021
Fishery,47,2022,2016,Male,2022,2,0.021400131915811117,2022
Fishery,19,1994,1975,Female,1975,2,0.107942477927199,1975
Fishery,19,1994,1975,Female,1976,2,0.107942477927199,1976
Fishery,19,1994,1975,Female,1977,2,0.107942477927199,1977
Fishery,19,1994,1975,Female,1978,2,0.107942477927199,1978
Fishery,19,1994,1975,Female,1979,2,0.107942477927199,1979
Fishery,19,1994,1975,Female,1980,2,0.107942477927199,1980
Fishery,19,1994,1975,Female,1981,2,0.107942477927199,1981
Fishery,19,1994,1975,Female,1982,2,0.107942477927199,1982
Fishery,19,1994,1975,Female,1983,2,0.107942477927199,1983
Fishery,19,1994,1975,Female,1984,2,0.107942477927199,1984
Fishery,19,1994,1975,Female,1985,2,0.107942477927199,1985
Fishery,19,1994,1975,Female,1986,2,0.107942477927199,1986
Fishery,19,1994,1975,Female,1987,2,0.107942477927199,1987
Fishery,19,1994,1975,Female,1988,2,0.107942477927199,1988
Fishery,19,1994,1975,Female,1989,2,0.107942477927199,1989
Fishery,19,1994,1975,Female,1990,2,0.107942477927199,1990
Fishery,19,1994,1975,Female,1991,2,0.107942477927199,1991
Fishery,19,1994,1975,Female,1992,2,0.107942477927199,1992
Fishery,19,1994,1975,Female,1993,2,0.107942477927199,1993
Fishery,19,1994,1975,Female,1994,2,0.107942477927199,1994
Fishery,40,2015,1995,Female,1995,2,0.030289926592010356,1995
Fishery,40,2015,1995,Female,1996,2,0.030289926592010356,1996
Fishery,40,2015,1995,Female,1997,2,0.030289926592010356,1997
Fishery,40,2015,1995,Female,1998,2,0.030289926592010356,1998
Fishery,40,2015,1995,Female,1999,2,0.030289926592010356,1999
Fishery,40,2015,1995,Female,2000,2,0.030289926592010356,2000
Fishery,40,2015,1995,Female,2001,2,0.030289926592010356,2001
Fishery,40,2015,1995,Female,2002,2,0.030289926592010356,2002
Fishery,40,2015,1995,Female,2003,2,0.030289926592010356,2003
Fishery,40,2015,1995,Female,2004,2,0.030289926592010356,2004
Fishery,40,2015,1995,Female,2005,2,0.030289926592010356,2005
Fishery,40,2015,1995,Female,2006,2,0.030289926592010356,2006
Fishery,40,2015,1995,Female,2007,2,0.030289926592010356,2007
Fishery,40,2015,1995,Female,2008,2,0.030289926592010356,2008
Fishery,40,2015,1995,Female,2009,2,0.030289926592010356,2009
Fishery,40,2015,1995,Female,2010,2,0.030289926592010356,2010
Fishery,40,2015,1995,Female,2011,2,0.030289926592010356,2011
Fishery,40,2015,1995,Female,2012,2,0.030289926592010356,2012
Fishery,40,2015,1995,Female,2013,2,0.030289926592010356,2013
Fishery,40,2015,1995,Female,2014,2,0.030289926592010356,2014
Fishery,40,2015,1995,Female,2015,2,0.030289926592010356,2015
Fishery,47,2022,2016,Female,2016,2,0.030289926592010356,2016
Fishery,47,2022,2016,Female,2017,2,0.030289926592010356,2017
Fishery,47,2022,2016,Female,2018,2,0.030289926592010356,2018
Fishery,47,2022,2016,Female,2019,2,0.030289926592010356,2019
Fishery,47,2022,2016,Female,2020,2,0.030289926592010356,2020
Fishery,47,2022,2016,Female,2021,2,0.030289926592010356,2021
Fishery,47,2022,2016,Female,2022,2,0.030289926592010356,2022
Survey,24,1999,1975,Male,1975,2,0.08953176420091453,1975
Survey,24,1999,1975,Male,1976,2,0.08953176420091453,1976
Survey,24,1999,1975,Male,1977,2,0.08953176420091453,1977
Survey,24,1999,1975,Male,1978,2,0.08953176420091453,1978
Survey,24,1999,1975,Male,1979,2,0.08953176420091453,1979
Survey,24,1999,1975,Male,1980,2,0.08953176420091453,1980
Survey,24,1999,1975,Male,1981,2,0.08953176420091453,1981
Survey,24,1999,1975,Male,1982,2,0.08953176420091453,1982
Survey,24,1999,1975,Male,1983,2,0.08953176420091453,1983
Survey,24,1999,1975,Male,1984,2,0.08953176420091453,1984
Survey,24,1999,1975,Male,1985,2,0.08953176420091453,1985
Survey,24,1999,1975,Male,1986,2,0.08953176420091453,1986
Survey,24,1999,1975,Male,1987,2,0.08953176420091453,1987
Survey,24,1999,1975,Male,1988,2,0.08953176420091453,1988
Survey,24,1999,1975,Male,1989,2,0.08953176420091453,1989
Survey,24,1999,1975,Male,1990,2,0.08953176420091453,1990
Survey,24,1999,1975,Male,1991,2,0.08953176420091453,1991
Survey,24,1999,1975,Male,1992,2,0.08953176420091453,1992
Survey,24,1999,1975,Male,1993,2,0.08953176420091453,1993
Survey,24,1999,1975,Male,1994,2,0.08953176420091453,1994
Survey,24,1999,1975,Male,1995,2,0.08953176420091453,1995
Survey,24,1999,1975,Male,1996,2,0.08953176420091453,1996
Survey,24,1999,1975,Male,1997,2,0.08953176420091453,1997
Survey,24,1999,1975,Male,1998,2,0.08953176420091453,1998
Survey,24,1999,1975,Male,1999,2,0.08953176420091453,1999
Survey,47,2022,2000,Male,2000,2,0.07858362037190612,2000
Survey,47,2022,2000,Male,2001,2,0.07858362037190612,2001
Survey,47,2022,2000,Male,2002,2,0.07858362037190612,2002
Survey,47,2022,2000,Male,2003,2,0.07858362037190612,2003
Survey,47,2022,2000,Male,2004,2,0.07858362037190612,2004
Survey,47,2022,2000,Male,2005,2,0.07858362037190612,2005
Survey,47,2022,2000,Male,2006,2,0.07858362037190612,2006
Survey,47,2022,2000,Male,2007,2,0.07858362037190612,2007
Survey,47,2022,2000,Male,2008,2,0.07858362037190612,2008
Survey,47,2022,2000,Male,2009,2,0.07858362037190612,2009
Survey,47,2022,2000,Male,2010,2,0.07858362037190612,2010
Survey,47,2022,2000,Male,2011,2,0.07858362037190612,2011
Survey,47,2022,2000,Male,2012,2,0.07858362037190612,2012
Survey,47,2022,2000,Male,2013,2,0.07858362037190612,2013
Survey,47,2022,2000,Male,2014,2,0.07858362037190612,2014
Survey,47,2022,2000,Male,2015,2,0.07858362037190612,2015
Survey,47,2022,2000,Male,2016,2,0.07858362037190612,2016
Survey,47,2022,2000,Male,2017,2,0.07858362037190612,2017
Survey,47,2022,2000,Male,2018,2,0.07858362037190612,2018
Survey,47,2022,2000,Male,2019,2,0.07858362037190612,2019
Survey,47,2022,2000,Male,2020,2,0.07858362037190612,2020
Survey,47,2022,2000,Male,2021,2,0.07858362037190612,2021
Survey,47,2022,2000,Male,2022,2,0.07858362037190612,2022
Survey,24,1999,1975,Female,1975,2,0.05499838147758473,1975
Survey,24,1999,1975,Female,1976,2,0.05499838147758473,1976
Survey,24,1999,1975,Female,1977,2,0.05499838147758473,1977
Survey,24,1999,1975,Female,1978,2,0.05499838147758473,1978
Survey,24,1999,1975,Female,1979,2,0.05499838147758473,1979
Survey,24,1999,1975,Female,1980,2,0.05499838147758473,1980
Survey,24,1999,1975,Female,1981,2,0.05499838147758473,1981
Survey,24,1999,1975,Female,1982,2,0.05499838147758473,1982
Survey,24,1999,1975,Female,1983,2,0.05499838147758473,1983
Survey,24,1999,1975,Female,1984,2,0.05499838147758473,1984
Survey,24,1999,1975,Female,1985,2,0.05499838147758473,1985
Survey,24,1999,1975,Female,1986,2,0.05499838147758473,1986
Survey,24,1999,1975,Female,1987,2,0.05499838147758473,1987
Survey,24,1999,1975,Female,1988,2,0.05499838147758473,1988
Survey,24,1999,1975,Female,1989,2,0.05499838147758473,1989
Survey,24,1999,1975,Female,1990,2,0.05499838147758473,1990
Survey,24,1999,1975,Female,1991,2,0.05499838147758473,1991
Survey,24,1999,1975,Female,1992,2,0.05499838147758473,1992
Survey,24,1999,1975,Female,1993,2,0.05499838147758473,1993
Survey,24,1999,1975,Female,1994,2,0.05499838147758473,1994
Survey,24,1999,1975,Female,1995,2,0.05499838147758473,1995
Survey,24,1999,1975,Female,1996,2,0.05499838147758473,1996
Survey,24,1999,1975,Female,1997,2,0.05499838147758473,1997
Survey,24,1999,1975,Female,1998,2,0.05499838147758473,1998
Survey,24,1999,1975,Female,1999,2,0.05499838147758473,1999
Survey,47,2022,2000,Female,2000,2,0.017389904585015124,2000
Survey,47,2022,2000,Female,2001,2,0.017389904585015124,2001
Survey,47,2022,2000,Female,2002,2,0.017389904585015124,2002
Survey,47,2022,2000,Female,2003,2,0.017389904585015124,2003
Survey,47,2022,2000,Female,2004,2,0.017389904585015124,2004
Survey,47,2022,2000,Female,2005,2,0.017389904585015124,2005
Survey,47,2022,2000,Female,2006,2,0.017389904585015124,2006
Survey,47,2022,2000,Female,2007,2,0.017389904585015124,2007
Survey,47,2022,2000,Female,2008,2,0.017389904585015124,2008
Survey,47,2022,2000,Female,2009,2,0.017389904585015124,2009
Survey,47,2022,2000,Female,2010,2,0.017389904585015124,2010
Survey,47,2022,2000,Female,2011,2,0.017389904585015124,2011
Survey,47,2022,2000,Female,2012,2,0.017389904585015124,2012
Survey,47,2022,2000,Female,2013,2,0.017389904585015124,2013
Survey,47,2022,2000,Female,2014,2,0.017389904585015124,2014
Survey,47,2022,2000,Female,2015,2,0.017389904585015124,2015
Survey,47,2022,2000,Female,2016,2,0.017389904585015124,2016
Survey,47,2022,2000,Female,2017,2,0.017389904585015124,2017
Survey,47,2022,2000,Female,2018,2,0.017389904585015124,2018
Survey,47,2022,2000,Female,2019,2,0.017389904585015124,2019
Survey,47,2022,2000,Female,2020,2,0.017389904585015124,2020
Survey,47,2022,2000,Female,2021,2,0.017389904585015124,2021
Survey,47,2022,2000,Female,2022,2,0.017389904585015124,2022
Fishery,19,1994,1975,Male,1975,3,0.004085410467097976,1975
Fishery,19,1994,1975,Male,1976,3,0.004085410467097976,1976
Fishery,19,1994,1975,Male,1977,3,0.004085410467097976,1977
Fishery,19,1994,1975,Male,1978,3,0.004085410467097976,1978
Fishery,19,1994,1975,Male,1979,3,0.004085410467097976,1979
Fishery,19,1994,1975,Male,1980,3,0.004085410467097976,1980
Fishery,19,1994,1975,Male,1981,3,0.004085410467097976,1981
Fishery,19,1994,1975,Male,1982,3,0.004085410467097976,1982
Fishery,19,1994,1975,Male,1983,3,0.004085410467097976,1983
Fishery,19,1994,1975,Male,1984,3,0.004085410467097976,1984
Fishery,19,1994,1975,Male,1985,3,0.004085410467097976,1985
Fishery,19,1994,1975,Male,1986,3,0.004085410467097976,1986
Fishery,19,1994,1975,Male,1987,3,0.004085410467097976,1987
Fishery,19,1994,1975,Male,1988,3,0.004085410467097976,1988
Fishery,19,1994,1975,Male,1989,3,0.004085410467097976,1989
Fishery,19,1994,1975,Male,1990,3,0.004085410467097976,1990
Fishery,19,1994,1975,Male,1991,3,0.004085410467097976,1991
Fishery,19,1994,1975,Male,1992,3,0.004085410467097976,1992
Fishery,19,1994,1975,Male,1993,3,0.004085410467097976,1993
Fishery,19,1994,1975,Male,1994,3,0.004085410467097976,1994
Fishery,40,2015,1995,Male,1995,3,0.11469778141302503,1995
Fishery,40,2015,1995,Male,1996,3,0.11469778141302503,1996
Fishery,40,2015,1995,Male,1997,3,0.11469778141302503,1997
Fishery,40,2015,1995,Male,1998,3,0.11469778141302503,1998
Fishery,40,2015,1995,Male,1999,3,0.11469778141302503,1999
Fishery,40,2015,1995,Male,2000,3,0.11469778141302503,2000
Fishery,40,2015,1995,Male,2001,3,0.11469778141302503,2001
Fishery,40,2015,1995,Male,2002,3,0.11469778141302503,2002
Fishery,40,2015,1995,Male,2003,3,0.11469778141302503,2003
Fishery,40,2015,1995,Male,2004,3,0.11469778141302503,2004
Fishery,40,2015,1995,Male,2005,3,0.11469778141302503,2005
Fishery,40,2015,1995,Male,2006,3,0.11469778141302503,2006
Fishery,40,2015,1995,Male,2007,3,0.11469778141302503,2007
Fishery,40,2015,1995,Male,2008,3,0.11469778141302503,2008
Fishery,40,2015,1995,Male,2009,3,0.11469778141302503,2009
Fishery,40,2015,1995,Male,2010,3,0.11469778141302503,2010
Fishery,40,2015,1995,Male,2011,3,0.11469778141302503,2011
Fishery,40,2015,1995,Male,2012,3,0.11469778141302503,2012
Fishery,40,2015,1995,Male,2013,3,0.11469778141302503,2013
Fishery,40,2015,1995,Male,2014,3,0.11469778141302503,2014
Fishery,40,2015,1995,Male,2015,3,0.11469778141302503,2015
Fishery,47,2022,2016,Male,2016,3,0.11469778141302503,2016
Fishery,47,2022,2016,Male,2017,3,0.11469778141302503,2017
Fishery,47,2022,2016,Male,2018,3,0.11469778141302503,2018
Fishery,47,2022,2016,Male,2019,3,0.11469778141302503,2019
Fishery,47,2022,2016,Male,2020,3,0.11469778141302503,2020
Fishery,47,2022,2016,Male,2021,3,0.11469778141302503,2021
Fishery,47,2022,2016,Male,2022,3,0.11469778141302503,2022
Fishery,19,1994,1975,Female,1975,3,0.41755051144772537,1975
Fishery,19,1994,1975,Female,1976,3,0.41755051144772537,1976
Fishery,19,1994,1975,Female,1977,3,0.41755051144772537,1977
Fishery,19,1994,1975,Female,1978,3,0.41755051144772537,1978
Fishery,19,1994,1975,Female,1979,3,0.41755051144772537,1979
Fishery,19,1994,1975,Female,1980,3,0.41755051144772537,1980
Fishery,19,1994,1975,Female,1981,3,0.41755051144772537,1981
Fishery,19,1994,1975,Female,1982,3,0.41755051144772537,1982
Fishery,19,1994,1975,Female,1983,3,0.41755051144772537,1983
Fishery,19,1994,1975,Female,1984,3,0.41755051144772537,1984
Fishery,19,1994,1975,Female,1985,3,0.41755051144772537,1985
Fishery,19,1994,1975,Female,1986,3,0.41755051144772537,1986
Fishery,19,1994,1975,Female,1987,3,0.41755051144772537,1987
Fishery,19,1994,1975,Female,1988,3,0.41755051144772537,1988
Fishery,19,1994,1975,Female,1989,3,0.41755051144772537,1989
Fishery,19,1994,1975,Female,1990,3,0.41755051144772537,1990
Fishery,19,1994,1975,Female,1991,3,0.41755051144772537,1991
Fishery,19,1994,1975,Female,1992,3,0.41755051144772537,1992
Fishery,19,1994,1975,Female,1993,3,0.41755051144772537,1993
Fishery,19,1994,1975,Female,1994,3,0.41755051144772537,1994
Fishery,40,2015,1995,Female,1995,3,0.15615701288473965,1995
Fishery,40,2015,1995,Female,1996,3,0.15615701288473965,1996
Fishery,40,2015,1995,Female,1997,3,0.15615701288473965,1997
Fishery,40,2015,1995,Female,1998,3,0.15615701288473965,1998
Fishery,40,2015,1995,Female,1999,3,0.15615701288473965,1999
Fishery,40,2015,1995,Female,2000,3,0.15615701288473965,2000
Fishery,40,2015,1995,Female,2001,3,0.15615701288473965,2001
Fishery,40,2015,1995,Female,2002,3,0.15615701288473965,2002
Fishery,40,2015,1995,Female,2003,3,0.15615701288473965,2003
Fishery,40,2015,1995,Female,2004,3,0.15615701288473965,2004
Fishery,40,2015,1995,Female,2005,3,0.15615701288473965,2005
Fishery,40,2015,1995,Female,2006,3,0.15615701288473965,2006
Fishery,40,2015,1995,Female,2007,3,0.15615701288473965,2007
Fishery,40,2015,1995,Female,2008,3,0.15615701288473965,2008
Fishery,40,2015,1995,Female,2009,3,0.15615701288473965,2009
Fishery,40,2015,1995,Female,2010,3,0.15615701288473965,2010
Fishery,40,2015,1995,Female,2011,3,0.15615701288473965,2011
Fishery,40,2015,1995,Female,2012,3,0.15615701288473965,2012
Fishery,40,2015,1995,Female,2013,3,0.15615701288473965,2013
Fishery,40,2015,1995,Female,2014,3,0.15615701288473965,2014
Fishery,40,2015,1995,Female,2015,3,0.15615701288473965,2015
Fishery,47,2022,2016,Female,2016,3,0.15615701288473965,2016
Fishery,47,2022,2016,Female,2017,3,0.15615701288473965,2017
Fishery,47,2022,2016,Female,2018,3,0.15615701288473965,2018
Fishery,47,2022,2016,Female,2019,3,0.15615701288473965,2019
Fishery,47,2022,2016,Female,2020,3,0.15615701288473965,2020
Fishery,47,2022,2016,Female,2021,3,0.15615701288473965,2021
Fishery,47,2022,2016,Female,2022,3,0.15615701288473965,2022
Survey,24,1999,1975,Male,1975,3,0.14863743355751724,1975
Survey,24,1999,1975,Male,1976,3,0.14863743355751724,1976
Survey,24,1999,1975,Male,1977,3,0.14863743355751724,1977
Survey,24,1999,1975,Male,1978,3,0.14863743355751724,1978
Survey,24,1999,1975,Male,1979,3,0.14863743355751724,1979
Survey,24,1999,1975,Male,1980,3,0.14863743355751724,1980
Survey,24,1999,1975,Male,1981,3,0.14863743355751724,1981
Survey,24,1999,1975,Male,1982,3,0.14863743355751724,1982
Survey,24,1999,1975,Male,1983,3,0.14863743355751724,1983
Survey,24,1999,1975,Male,1984,3,0.14863743355751724,1984
Survey,24,1999,1975,Male,1985,3,0.14863743355751724,1985
Survey,24,1999,1975,Male,1986,3,0.14863743355751724,1986
Survey,24,1999,1975,Male,1987,3,0.14863743355751724,1987
Survey,24,1999,1975,Male,1988,3,0.14863743355751724,1988
Survey,24,1999,1975,Male,1989,3,0.14863743355751724,1989
Survey,24,1999,1975,Male,1990,3,0.14863743355751724,1990
Survey,24,1999,1975,Male,1991,3,0.14863743355751724,1991
Survey,24,1999,1975,Male,1992,3,0.14863743355751724,1992
Survey,24,1999,1975,Male,1993,3,0.14863743355751724,1993
Survey,24,1999,1975,Male,1994,3,0.14863743355751724,1994
Survey,24,1999,1975,Male,1995,3,0.14863743355751724,1995
Survey,24,1999,1975,Male,1996,3,0.14863743355751724,1996
Survey,24,1999,1975,Male,1997,3,0.14863743355751724,1997
Survey,24,1999,1975,Male,1998,3,0.14863743355751724,1998
Survey,24,1999,1975,Male,1999,3,0.14863743355751724,1999
Survey,47,2022,2000,Male,2000,3,0.16695266275895054,2000
Survey,47,2022,2000,Male,2001,3,0.16695266275895054,2001
Survey,47,2022,2000,Male,2002,3,0.16695266275895054,2002
Survey,47,2022,2000,Male,2003,3,0.16695266275895054,2003
Survey,47,2022,2000,Male,2004,3,0.16695266275895054,2004
Survey,47,2022,2000,Male,2005,3,0.16695266275895054,2005
Survey,47,2022,2000,Male,2006,3,0.16695266275895054,2006
Survey,47,2022,2000,Male,2007,3,0.16695266275895054,2007
Survey,47,2022,2000,Male,2008,3,0.16695266275895054,2008
Survey,47,2022,2000,Male,2009,3,0.16695266275895054,2009
Survey,47,2022,2000,Male,2010,3,0.16695266275895054,2010
Survey,47,2022,2000,Male,2011,3,0.16695266275895054,2011
Survey,47,2022,2000,Male,2012,3,0.16695266275895054,2012
Survey,47,2022,2000,Male,2013,3,0.16695266275895054,2013
Survey,47,2022,2000,Male,2014,3,0.16695266275895054,2014
Survey,47,2022,2000,Male,2015,3,0.16695266275895054,2015
Survey,47,2022,2000,Male,2016,3,0.16695266275895054,2016
Survey,47,2022,2000,Male,2017,3,0.16695266275895054,2017
Survey,47,2022,2000,Male,2018,3,0.16695266275895054,2018
Survey,47,2022,2000,Male,2019,3,0.16695266275895054,2019
Survey,47,2022,2000,Male,2020,3,0.16695266275895054,2020
Survey,47,2022,2000,Male,2021,3,0.16695266275895054,2021
Survey,47,2022,2000,Male,2022,3,0.16695266275895054,2022
Survey,24,1999,1975,Female,1975,3,0.21898261330261168,1975
Survey,24,1999,1975,Female,1976,3,0.21898261330261168,1976
Survey,24,1999,1975,Female,1977,3,0.21898261330261168,1977
Survey,24,1999,1975,Female,1978,3,0.21898261330261168,1978
Survey,24,1999,1975,Female,1979,3,0.21898261330261168,1979
Survey,24,1999,1975,Female,1980,3,0.21898261330261168,1980
Survey,24,1999,1975,Female,1981,3,0.21898261330261168,1981
Survey,24,1999,1975,Female,1982,3,0.21898261330261168,1982
Survey,24,1999,1975,Female,1983,3,0.21898261330261168,1983
Survey,24,1999,1975,Female,1984,3,0.21898261330261168,1984
Survey,24,1999,1975,Female,1985,3,0.21898261330261168,1985
Survey,24,1999,1975,Female,1986,3,0.21898261330261168,1986
Survey,24,1999,1975,Female,1987,3,0.21898261330261168,1987
Survey,24,1999,1975,Female,1988,3,0.21898261330261168,1988
Survey,24,1999,1975,Female,1989,3,0.21898261330261168,1989
Survey,24,1999,1975,Female,1990,3,0.21898261330261168,1990
Survey,24,1999,1975,Female,1991,3,0.21898261330261168,1991
Survey,24,1999,1975,Female,1992,3,0.21898261330261168,1992
Survey,24,1999,1975,Female,1993,3,0.21898261330261168,1993
Survey,24,1999,1975,Female,1994,3,0.21898261330261168,1994
Survey,24,1999,1975,Female,1995,3,0.21898261330261168,1995
