Parameter,Estimate,se
log_srv_slx_pars,0.9264606318492582,0.07776233735652545
log_srv_slx_pars.1,0.07961258440711498,0.1240328306729687
log_srv_slx_pars.2,0.5917522142580998,0.05801150906866194
log_srv_slx_pars.3,0.6672725034900209,0.1256790741369049
fsh_logq,-17.679915280126043,0.035664148907967284
fsh_logq.1,-17.3467086371165,0.026332682723529833
fsh_logq.2,-17.04455556639661,0.039386535131701574
srv_logq,-16.799031322280925,0.028573329635719284
mr_logq,-0.040666823015332136,0.009759548099017357
log_rbar,13.06603568409465,0.11607644671769159
log_rinit,13.167731780704504,0.17336710454183338
log_Fbar,-2.8747953712479,0.3236169110548532
log_spr_Fxx,-2.2458547422350548,0.2601085919494383
log_spr_Fxx.1,-2.426131110270419,0.25082932466985225
log_spr_Fxx.2,-2.776798502960594,0.24834100681931287
log_spr_Fxx.3,-3.137679036553662,0.26555136943010527
log_spr_Fxx.4,-3.5404006483082595,0.30991687134357154
pred_rec,1469829.4286757063,1328817.7606060626
pred_rec.1,1488825.009836354,1361658.93963132
pred_rec.2,1476164.3075202128,1363145.996687583
pred_rec.3,1272834.0255746876,1070303.0066107956
pred_rec.4,20078079.136783015,2687165.299370376
pred_rec.5,1074621.600006639,811172.6733806327
pred_rec.6,1066565.6765348604,785859.8902568474
pred_rec.7,1142181.7620624935,839211.5389801002
pred_rec.8,1198720.9533622586,856333.3434002481
pred_rec.9,1208336.1988026323,827296.2100806554
pred_rec.10,1075940.1306673388,693952.5438238152
pred_rec.11,897105.053810644,536067.4423622525
pred_rec.12,762731.3052730105,423792.7792986221
pred_rec.13,637591.4952547719,332509.80301179475
pred_rec.14,539121.0794780254,268756.7931779979
pred_rec.15,509116.6678251064,246757.54816412524
pred_rec.16,558916.1269641902,262324.0671601346
pred_rec.17,626209.6751132077,275869.107233868
pred_rec.18,548285.3623185697,239917.03129195937
pred_rec.19,482287.36874918896,211365.82074080713
pred_rec.20,620329.0307358042,245343.64940158397
pred_rec.21,764176.8741038966,316853.6740590503
pred_rec.22,1251703.0460047105,429691.0789672599
pred_rec.23,1734988.236301602,536401.0334138161
pred_rec.24,1536529.7113049745,557666.6967841174
pred_rec.25,1441460.3604318087,504834.84595237975
pred_rec.26,1100302.8049509737,433945.9232820365
pred_rec.27,870122.1980348339,332231.4176678594
pred_rec.28,551040.6827503737,234928.93313975283
pred_rec.29,584280.0550092307,226753.45917382868
pred_rec.30,707021.2105142942,227463.4216454284
pred_rec.31,495395.61337793985,185491.15595279814
pred_rec.32,393803.6402622897,149195.7181177613
pred_rec.33,395069.6053521588,160106.64223462256
pred_rec.34,1036058.4975105629,220177.97321370107
pred_rec.35,617964.8518316165,187561.70209076174
pred_rec.36,277710.1293271052,110025.73565096395
pred_rec.37,319064.5367817566,109345.43949619983
pred_rec.38,370587.0909707644,132363.4539024513
pred_rec.39,673893.913643706,210445.1161629418
pred_rec.40,1521973.0048587136,326288.1038052881
pred_rec.41,1275759.2209211546,424059.1541261243
pred_rec.42,1837499.8657856148,594521.9052494869
pred_rec.43,5059786.829590162,898999.7478946529
pred_rec.44,2204589.790624238,1085099.0824168741
pred_rec.45,1770980.62898457,1188815.952886979
pred_rec.46,2806275.5672626332,1615497.1649898614
pred_rec.47,1212861.8018303043,908174.2941454342
